CAS,NOMBRE QUIMICO,FORMULA QUIMICA,OTROS NOMBRES
10025-99-7,"Platinato (2 -), tetracloro-, potasio (1:2), (SP-4-1) -",Cl4Pt.2K,"Platinato (2 -), tetracloro-, dipotásico ;  cloroplatinato de potasio (II);  tetracloruro de platino dipotásico; tetracloroplatinato dipotásico (2 -); tetracloroplatinato dipotásico (II); cloruro de potasio platinoso; cloroplatinato de potasio; platino de potasio (II) tetracloruro; Dipotaáium platinum tetrachloride; Dipotaáium tetrachloroplatinate; Dipotaáium tetrachloroplatinate(2-); Dipotaáium tetrachloroplatinate(II); NSC 175496; Platinous potaáium chloride; Platinum potaáium chloride (PtK2Cl4); Potaáium chloroplatinate; Potaáium chloroplatinate (K2PtCl4); Potaáium platinochloride; Potaáium platinous chloride; Potaáium platinum(II) tetrachloride; Potaáium tetrachloroplatinate; Potaáium tetrachloroplatinate K2PtCl4; Potaáium tetrachloroplatinate(2-); Potaáium tetrachloroplatinate(II); Potaáium tetrachloroplatinum(II);Platinate(2-) tetrachloro- dipotaáium (8CI); Platinate(2-) tetrachloro- dipotaáium (SP-4-1)- (9CI); Potaáium chloroplatinate(II) (6CI);TETRACLOROPLATINATO DE POTASIO"
10026-04-7,"Silano, tetracloro -",Cl4Si,Cloruro de silicio; Perclorosilano; tetracloruro de silicio; Tetraclorosilano; tetraclorosilicio; Perchlorosilane; Silicon chloride; Silicon tetrachloride; Tetrachlorosilane; Tetrachlorosilicon;Silicon chloride (SiCl4) (8CI); LS 10; LS 10 (silane);Tetracloruro de silicio
10026-11-6,"Cloruro de circonio (ZrCl4), (T-4) -",Cl4Zr,Cloruro de circonio; Tetraclorozirconio; cloruro de circonio; tetracloruro de circonio; cloruro de circonio (IV); Zirconium chloride; Zirconium chloride (Zr2Cl8); Zirconium tetrachloride; Zirconium(IV) chloride;Zirconium chloride (ZrCl4) (8CI); Orgatix ZB 126; Tetrachlorozirconium;Tetracloruro de zirconio
10026-13-8,"Fosforano, pentacloro -",Cl5P,Cloruro de fósforo; Pentaclorofosforano; cloruro fosfórico; percloruro de fósforo; Cloruro de fósforo (V); Phosphoric chloride; Phosphorus pentachloride; Phosphorus perchloride; Phosphorus(V) chloride;Phosphorus chloride (PCl5) (8CI); Pentachlorophosphorane; Pentachlorophosphorus;Pentacloro de fósforo
10026-22-9,"Ácido nítrico, sal de cobalto (2+), hidrato (2:1:6)",Co . 6 H2 O . 2 H N O3,Nitric acid  cobalt(2+) salt  hexahydrate (8CI 9CI);Cobalt dinitrate hexahydrate;Cobalt nitrate (Co(NO3)2)  hexahydrate;Cobalt nitrate (Co(NO3)2.6H2O);Cobalt nitrate hexahydrate;Cobalt(2+) dinitrate hexahydrate;Cobalt(2+) nitrate hexahydrate;Cobalt(II) nitrate hexahydrate;Cobaltous dinitrate hexahydrate;Cobaltous nitrate hexahydrate;Nulo
10028-15-6,Ozono,O3,ozono atmosférico; Ozone (O3); Ozone(16O16O16O); Triatomic oxygen;Atmospheric ozone; Healozone; Oxygen mol. (O3);Ozono
10028-22-5,"Ácido sulfúrico,  sal  de hierro (3 +)  (3:2)",Fe.3/2H2O4S,sulfato de hierro; trisulfato de hierro;  sulfato férrico;  persulfato de hierro; sesquisulfato de hierro; sulfato de hierro (2:3);  Hierro (3 +) sulfato; hierro (III) sulfato; Diiron(3+) sulfate; FS-Pix; Ferric sulfate; Iron persulfate; Iron sesquisulfate; Iron sulfate (2:3); Iron(3+) sulfate; Iron(III) sulfate; PIX 112; PIX 115; PIX 123; ViscoStat;Iron sulfate (Fe2(SO4)3) (7CI); Amersep 5320; Diiron trisulfate;Sulfato férrico
10028-24-7,"Ácido fosfórico, sal de disodio, dihidrato (8ci,9ci)",H3 O4 P . 2 H2 O . 2 Na,Disodium hydrogen phosphate dihydrate;Disodium monohydrogen phosphate dihydrate;Disodium orthophosphate dihydrate;Disodium phosphate dihydrate;Sodium phosphate (Na2HPO4) dihydrate;Sorensen's sodium phosphate;Nulo
100286-90-6,"Ácido [1,4'-bipiperidin]-1'-carboxílico, (4s)-4,11-dietil-3,4,12,14-tetrahidro-4-hidroxi-3,14-dioxo-1h-pirano[3',4':6,7]indolizino[1,2-b]quinolin-9-il éster, clorhidrato (1:1)",C33 H38 N4 O6 . Cl H,[1 4'-Bipiperidine]-1'-carboxylic acid  (4S)-4 11-diethyl-3 4 12 14-tetrahydro-4-hydroxy-3 14-dioxo-1H-pyrano[3' 4':6 7]indolizino[1 2-b]quinolin-9-yl ester  monohydrochloride (9CI);[1 4'-Bipiperidine]-1'-carboxylic acid 4 11-diethyl-3 4 12 14-tetrahydro-4-hydroxy-3 14-dioxo-1H-pyrano[3' 4':6 7]indolizino[1 2-b]quinolin-9-yl ester  monohydrochloride  (S)-;1H-Pyrano[3' 4':6 7]indolizino[1 2-b]quinoline  [1 4'-bipiperidine]-1'-carboxylic acid deriv.;7-Ethyl-10-[[4-(1-piperidyl)-1-piperidyl]carbonyloxy]camptothecin hydrochloride;CPT 11;Campto;Camptosar;Camptothecin 11;Camptothecin 11 hydrochloride;Irinotecan hydrochloride;Topotecin;U 101440E;Nulo
1003-04-9,"3(2h)-tiofenona, dihidro-",C4 H6 O S,3-Oxo-2 3 4 5-tetrahydrothiophene;3-Oxotetrahydrothiophene;3-Thiacyclopentanone;3-Thiophanone;4 5-Dihydrothiophen-3(2H)-one;Dihydro-3(2H)-thiophenone;Dihydrothiophen-3-one;NSC 241151;Tetrahydrothien-3-one;Tetrahydrothiophen-3-one;Thiolan-3-one;Nulo
1003-68-5,"2(1h)-piridinona, 5-metil-",C6 H7 N O,2(1H)-Pyridone  5-methyl- (6CI 7CI 8CI);2-Hydroxy-5-methylpyridine;3-Methyl-6-hydroxypyridine;5-Methyl-2(1H)-pyridinone;5-Methyl-2(1H)-pyridone;5-Methyl-2-hydroxypyridine;5-Methyl-2-oxopyridine;5-Methyl-2-pyridinol;5-Methyl-2-pyridone;Nulo
10031-13-7,"Ácido Arsenenoso, sal de plomo (2 +)  (9CI)",As H O2 . 1/2 Pb,"Ácido arsénico, plomo (2 +) sal; arsenito de plomo; Lead(II) arsenite;Arsenious acid (HAsO2) lead(2+) salt (8CI); Lead arsenite (Pb(AsO2)2) (6CI);Arsenito de plomo"
10031-87-5,"Ácido acético, 2-etilbutil éster",C8H16O2,"1-butanol-2-etil-,acetato; acetato de 2-etilbutilo;1-Butanol 2-ethyl- acetate (6CI); 2-Ethylbutyl acetate;Acetato de etilbutilo"
10032-13-0,"Ácido butanóico, 3-metil-, hexil éster",C11 H22 O2,Isovaleric acid  hexyl ester (8CI);3-Methylbutanoic acid hexyl ester;3-Methylbutyric acid hexyl ester;Hexyl 3-methylbutanoate;Hexyl 3-methylbutyrate;Hexyl isopentanoate;Hexyl isovalerate;n-Hexyl isopentanoate;n-Hexyl isovalerate;Nulo
10034-81-8,"Ácido perclórico, sal de magnesio (2:1)",ClHO4.1/2Mg,Perclorato de magnesio;  perclorato de magnesio anhidro; Anhydron; Anhydrone; Anhydrous magnesium perchlorate; Dehydrite; KhKM 300; Magnesium diperchlorate; Magnesium perchlorate (Mg(ClO4)2); Magnesium(II) perchlorate; XKM 300;Magnesium perchlorate (6CI); Perchloric acid magnesium salt (8CI9CI);Perclorato de magnesio
10034-85-2,Ácido hidroiódico,HI,ácido yodhídrico anhidro; yoduro de hidrógeno; monoiodurode hidrógeno; Hydrogen iodide (HI); Hydrogen monoiodide;Anhydrous hydriodic acid; Hydrogen iodide;Ácido yodhídrico anhídrido
10034-93-2,"Hidracina, sulfato (1:1)",H4N2.H2O4S,Dihidrógeno sulfato de hidrazina (sal); hidrosulfato hidracina; monosulfato hidracina; sulfato de hidrazina; Hydrazine hydrosulfate; Hydrazine monosulfate; Hydrazine sulfate; Hydrazinium sulfate; Hydrazinium(2+) sulfate; Hydrazonium sulfate; NSC 150014; NSC 215190; Segidrin; Sehydrin;Hydrazine dihydrogen sulfate (salt); Hydrazine hydrogen sulfate;Sulfato de hidracina (1:1)
10034-96-5,"Ácido sulfúrico, sal de manganeso (2+), hidrato (1:1:1)",H2 O4 S . H2 O . Mn,Nulo;Nulo
10034-99-8,"Ácido sulfúrico, sal de magnesio, hidrato (1:1:7)",H2 O4 S . 7 H2 O . Mg,Sulfuric acid magnesium salt (1:1)  heptahydrate (8CI 9CI);Magnesium sulfate (MgSO4) heptahydrate;Magnesium sulfate heptahydrate;Magnesium sulfate heptahydrate (MgSO4.7H2O);Magnesium sulfate hydrate (MgSO4.7H2O);Nulo
10035-10-6,Ácido hidrobrómico,BrH,"Ácido bromhídrico anhidro; bromuro de hidrógeno; monobromuro hidrógeno;Anhydrous hydrobromic acid;Bromohydric acid;Hydrogen bromide;Hydrogen bromide (H2Br2);Hydrogen bromide (HBr);Hydrogen monobromide;NSC 606640; Hydrogen bromide; Hydrogen bromide (H2Br2); Hydrogen bromide (HBr); Hydrogen monobromide; NSC 606640;Anhydrous hydrobromic acid; Bromohydric acid;Ácido bromihídrico, anhidro"
10036-47-2,Fluoruro de nitrógeno (N2F4),F4N2,"Tetrafluoruro de dinitrógeno; hidracina, tetrafluoro-; Perfluorohidrazina; Tetrafluorohidrazina; Perfluorohydrazine; Tetrafluorohydrazine;Dinitrogen tetrafluoride; Hydrazine tetrafluoro-;Tetrafluorohidrazina"
10039-54-0,"Hidroxilamina, sulfato (2:1)",H3NO.1/2H2O4S,"Hidroxilamina, sulfato (2:1) (sal) ; Bis (hidroxilamina) sulfato; Bis (hidroxilamonio) sulfato; Di (hidroxilamina) sulfato;No tiene; Bis(hydroxylamine) sulfate; Bis(hydroxylammonium) sulfate; Di(hydroxylamine) sulfate; Envision MLB 2030; Hydroxyl ammonium sulfate ((HONH3)2SO4); Hydroxylamine neutral sulfate; Hydroxylammonium sulfate; Lanasane LAB; Oxammonium sulfate;Hydroxylamine sulfate (2:1) (salt) (8CI9CI); Hydroxylamine sulfate (7CI);Sulfato de hidroxilamina"
10041-19-7,"Ácido butanodioico, 2-sulfo-, 1,4-bis (2-etilhexil) éster",C20H38O7S,"ácido succínico, sulfo-, 1,4-bis (2-etilhexilo) ; ácido succínico, sulfo-, bis (- sulfosuccinato 2-etilhexilo);  sulfosuccinato dioctilo;  ácido dioctilo sulfosuccinico; Sulfosuccinico ácido bis (2-etilhexilo); Succinic acid  sulfo-  bis(2-ethylhexyl) ester (7CI); 1 4-Bis(2-ethylhexyl) 2-sulfosuccinate; Bis(2-ethylhexyl) sulfosuccinate; Di(2-ethylhexyl) sulfosuccinate; Diocto; Dioctyl sulfosuccinate; Dioctyl sulfosuccinic acid; Docusate; Lumiten ID-S 3525; Spolion 8; Sulfosuccinic acid bis(2-ethylhexyl) ester;Butanedioic acid sulfo-14-bis(2-ethylhexyl) ester (9CI); Succinic acid sulfo-14-bis(2-ethylhexyl) ester (8CI);DOCUSATO"
10042-76-9,"Ácido nítrico, sal de estroncio (2:1)",HNO3.1/2Sr,"ácido nítrico, sal de estroncio ; dinitrato de estroncio; nitrato de estroncio;  nitrato de estroncio (2 +) ; Strontium nitrate; Strontium nitrate (Sr(NO3)2); Strontium(2+) nitrate;Nitric acid strontium salt (8CI9CI); Strontium dinitrate;Nitrato de estroncio"
10043-01-3,"Ácido sulfúrico, sal de aluminio (3:2)",Al.3/2H2O4S,Alumbre de aluminio; sesquisulfato de aluminio; sulfato de aluminio; sulfato de aluminio (2:3); trisulfato de aluminio; de aluminio (III) sulfato; Alunogenita; alumbre; sal de aluminio del ácido sulfúrico; Alumen; Aluminum alum; Aluminum sesquisulfate; Aluminum sulfate; Aluminum sulfate (2:3); Aluminum sulfate (Al2(SO4)3); Aluminum sulphate; Aluminum trisulfate; Aluminum(III) sulfate; Alunogenite; Cake alum; Dialuminum sulfate; Dialuminum trisulfate; Fertosan; Hi Soft C 2; Nalco 7530; Nalco 7530 (salt); Sulfuric acid aluminum salt (Al2(SO4)3); Sulfuric acid aluminum(3+) salt (3:2); Tai-Ace S 100; Tai-Ace S 150;Sulfatodialuminum disulfate (Al2(SO4)3) (7CI); Alum;Sulfato de aluminio
10043-11-5,Nitruro de boro (BN),BN,Mononitrato de boro; nitruro de boro; A 05 (nitride); AC 6001; AC 6004; AP 650; AS 1065; BN 100; BN 2; BN 300; BN 300 (nitride); BN 40SHP; BN 5; BN CTP 05; BN-GP; BN-MOD; BZN 500; BZN 550; Belbor; Borazon; Boron mononitride; Boron nitride; Boronate FS 1; Boronid S 9;Boronid SX;Borozon;CC 6004;CF 100;CF 300;CTF 5;CTH 40;CTL 40;CTUF;CarboTherm CTF 5;Cerac B 1084;Ceram Blanche SHP;Ceram Blanche SHP 3;1180YL; A 05;Boron Nitride
10043-35-3,Ácido bórico (H3BO3),BH3O3,Ácido bórico; trihidróxido de boro; ácido ortobórico; Trihidroxiborano;Basilit B;Boracic acid;Boric acid;Boric acid (B(OH)3);Borofax;Boron trihydroxide;Bushwhacker;CB BORiD;Dia Flea-Mate;Dr.'s 1 Flea Terminator DF;Dr.'s 1 Flea Terminator DFPBO;Dr.'s 1 Flea Terminator DT;Dr.'s 1 Flea Terminator DTPBO;Flea Prufe;NSC 81726;Niban Granular Bait;Niban-FG;Optibor;Orthoboric acid;Orthoboric acid (B(OH)3);Orthoboric acid (H3BO3);Roach Away;Roach Prufe;Super Flea Eliminator;Trihydroxyborane; Boracic acid; Boric acid; Boric acid (B(OH)3); Borofax; Boron trihydroxide; Bushwhacker; CB BORiD; Dia Flea-Mate; Dr.''''s 1 Flea Terminator DF; Dr.''''s 1 Flea Terminator DFPBO; Dr.''''s 1 Flea Terminator DT; Dr.''''s 1 Flea Terminator DTPBO; Flea Prufe; NSC 81726; Niban Granular Bait; Niban-FG; Optibor; Orthoboric acid; Orthoboric acid (B(OH)3); Orthoboric acid (H3BO3); Roach Away; Roach Prufe;Super Flea Eliminator;Trihydroxyborane;BC 140; Basilit B;Ácido bórico
10043-52-4,Cloruro de calcio (CaCl2),CaCl2,Cloruro de calcio ; dicloruro de calcio; calcio (2 +) Cloruro; CalPlus; Calcium dichloride; Calcium(2+) chloride; Calcosan; Calmate R; Calol; Calzina oral; Chrysoxel C 4; Daraccel; Dowflake; Intergravin-orales; Kalgan; Liquidow; Peladow; Stopit; U-Ramin MC;Calcium chloride (8CI); Bovikalc;CLURURO DE CALCIO
10043-67-1,"Ácido sulfúrico, sal de potasio y aluminio (2:1:1)",Al . 2 H2 O4 S . K,Sulfato de aluminio y potasio;  Alumbre de potasio; disulfato de aluminio y potasio; Alum potaáium; Aluminium potaáium bis(sulfate); Aluminum potaáium alum; Aluminum potaáium disulfate; Aluminum potaáium sulfate; Aluminum potaáium sulfate (KAl(SO4)2); Aluminum potaáium sulfate alum; Burnt alum; Burnt potaáium alum; Conheal; Dialuminum dipotaáium sulfate; Exsiccated alum; Inheal; Potash alum; Potaáium alum; Potaáium aluminum alum; Potaáium aluminum sulfate; Potaáium aluminum sulfate (1:1:2); Tai-Ace K 150; Tai-Ace K 20;Aluminum potaáium sulfate (AlK(SO4)2) (6CI); Alum;Aluminio y potasio sulfato
10045-89-3,"Ácido sulfúrico,  sal de amonio  y de hierro (2 +) (2:1:2)",Fe.2H3N.2H2O4S,"ácido sulfúrico, amonio de hierro (2 +) sal (2:2:1) ; sulfato de amonio ferroso; sulfato de amonio de hierro; sulfato ferroso amónico (2:2:1); hierro de amonio (II) sulfato; diamónico disulfato ferroso; disulfato de hierro diamónico; sulfato de amonio ferroso; sal de Mohr; Ammonium iron sulfate; Ammonium iron sulfate (2:2:1); Ammonium iron(II) sulfate; Diammonium ferrous disulfate; Diammonium iron bis(sulfate); Diammonium iron disulfate; Ferrous ammonium sulfate; Ferrous ammonium sulfate (Fe(NH4)2(SO4)2); Ferrous diammonium disulfate; Iron(II) ammonium sulfate; Mohr''''s salt;Sulfuric acid ammonium iron(2+) salt (2:2:1) (8CI9CI); Ammonium ferrous sulfate;SAL DE MOHR"
10045-94-0,"Ácido nítrico, sal  de mercurio (2 +) (2:1)",HNO3.1/2Hg,"nitrato de mercurio (II); ácido nítrico, mercurio (2 +) sal ; ung’ento citrino; dinitrato de mercurio;  Mercurio (2 +)  nitrato; mercurio (II) nitrato; reactivo de Millon; Citrine ointment; Mercuric nitrate; Mercury dinitrate; Mercury nitrate; Mercury nitrate (Hg(NO3)2); Mercury(2+) nitrate; Mercury(II) nitrate; Millon''''s reagent; Named reagents and solutions  Millon's;Mercury(II) nitrate (Hg(NO3)2) (6CI); Nitric acid mercury(2+) salt (8CI9CI);Nitrato mercúrico"
10045-97-3,"Cesio, isótopo de masa 137",Cs,137Cs;áCesio-137;áCs 137; Cs 137;137Cs; Cesium-137;Cesio 137.
10049-04-4,Ôxido de cloro (ClO 2),ClO2,dióxido de cloro;   peróxido de cloro;No tiene;dióxido de cloro; peróxido de cloro; (cloro IV) óxido; cloroperoxil; cloril radical; Anthium 200; Anthium Dioxcide; Aqua Care; Biologen; Biosukegawa 1000; Biotalk; Carnelron; Chlorine dioxide; Chlorine dioxide (OClO); Chlorine dioxide radical; Chlorine peroxide; Chlorine(IV) oxide; Chloroperoxyl; Chloryl radical; Clidox; Diklor; Dioxiclear; Doxcide 50; Dura Klor; EZ Flow; Luxianfeng; MicroClear;OcuPure;Oslon;Oxine;Oxine (bactericide);Purite;Purogene;RenNew D;RetarDEX;RetarDEX (oxidizing agent);Vibrex;Alcide; Alcide allay;Dióxido de cloro
10049-05-5,Cloruro de cromo (CrCl2),Cl2Cr,Cloruro de cromo (II); cloruro de cromoso; Chromous chloride;Chromium dichloride; Chromium(II) chloride;Cloruro cromoso
10058-44-3,"Ácido difosfórico, sal de hierro (3 +) (3:4)",Fe.3/4H4O7P2,"Pirofosfato de hierro; ácido pirofosfórico, hierro (3 +) sal (3:4) ; pirofosfato férrico; difosfato de hierro; fosfato de hierro; Arion; Feramol; Ferric diphosphate; Ferric pyrophosphate; Iron diphosphate (Fe4(P2O7)3); Iron phosphate (Fe4(P2O7)3); SunActive F-P 80; Sunactive Fe; Sunactive Fe 12; Sunactive Fe 80; Sunactive FeM; Tetrairon tris(pyrophosphate);Iron pyrophosphate (Fe4(P2O7)3) (6CI7CI); Pyrophosphoric acid iron(3+) salt (3:4) (8CI);FOSFATO DE FIERRO"
100643-71-8,"5h-benzo[5,6]ciclohepta[1,2-b]piridina, 8-cloro-6,11-dihidro-11-(4-piperidinilideno)-",C19 H19 Cl N2,8-Chloro-11-(4-piperidylidene)-6 11-dihydro-5H-benzo[5 6]cyclohepta[1 2-b]pyridine;Aerius;Allex;Azomyr;Clarinex;Delopedil;Descarboethoxyloratadine;Descarboethoxyloratidine;Desler;Desloratadine;Eurodesa;NSC 675447;Neoclarityn;Opulis;Sch 34117;Sedno;Nulo
100646-51-3,"Ácido propanoico, 2 - [4 - [(6-cloro-2-quinoxalinil) oxi] fenoxi] -, etil éster, (2R) -",C19 H17 Cl N2 O4,"Ácido propanoico, 2-[4-[(6-cloro-2-quinoxalinil) oxi] fenoxi]-, éster etílico,(R)-;  Quizalofop-P-etilo;  Aáure II;  Ethyl (2R)-2-[4-[(6-chloroquinoxalin-2-yl)oxy]phenoxy]propionate;  Ethyl (R)-2-[4-(6-chloroquinoxalin-2-yloxy)phenoxy]propionate;  Quizalofop-P-ethyl;  Targa D+;  Targa Super; Propanoic acid 2-[4-[(6-chloro-2-quinoxalinyl)oxy]phenoxy]- ethyl ester (R)-;  (R)-Quizalofop ethyl;Quizalofop-etil (éster fenoxipropiónico)"
100728-84-5,"Ácido benzoico, 2 - [4,5-dihidro-4-metil-4-(1-metiletil)-5-oxo-1H-imidazol-2-il] -4 (o 5)-metil -",C15 H18 N2 O3,No tiene; AC 263840;  Imazamethabenz;Imazamethabenz (imidazolinona)
100784-20-1,"1H-pirazol-4-carboxílico, 3-cloro-5-[[[[( 4,6-dimetoxi-2-pirimidinil) amino] carbonil] amino] sulfonil]-1-metil-, metil éster",C13 H15 Cl N6 O7 S,Halosulfuron-metilo;  Inpool;  MON 12000;  MON 12037;  Manage;  NC 311;  NC 319;  Permit;  Permit 75WG;  Sempra;  Shadow; A 841101;  Halosulfuron-methyl;Halosulfurón metil (sulfonilurea)
10081-67-1,"Bencenamina, 4-(1-metil-1-feniletil)-n-[4-(1-metil-1-feniletil)fenil]-",C30 H31 N,4 4'-Bis(1 1-dimethylbenzyl)diphenylamine;4 4'-Bis(dimethylbenzyl)diphenylamine;4-(1-Methyl-1-phenylethyl)-N-[4-(1-methyl-1-phenylethyl)phenyl]aniline;4-(1-Methyl-1-phenylethyl)-N-[4-(1-methyl-1-phenylethyl)phenyl]benzenamine;AO 445;Antioxidant 445;Bis(p-cumylphenyl)amine;Bis(phenylisopropylidene)-4 4'-diphenylamine;Bis[4-(2-phenyl-2-propyl)phenyl]amine;Dusantox CDPA-HP;KY 405;Luvomaxx CDPA;MD 40;MD 40 (antioxidant);N N-Bis[4-(2-phenylpropan-2-yl)phenyl]amine;Naugalube AMS;Naugard 445;Nocrac CD;Nonflex DCD;Permanax 49;Permanax 49HV;RDZ;Nulo
10094-34-5,"Ácido butanóico, 1,1-dimetil-2-feniletil éster",C14 H20 O2,Benzyldimethylcarbinyl butyrate;Dimethylbenzylcarbinyl butyrate;Nulo
100986-85-4,"Ácido 7H-pirido[1,2,3-de]-1,4-benzoxazin-6-carboxílico, 9-fluoro-2,3-dihidro-3-metil-10-(4-metil-1-piperazinil)-7-oxo-, (3S)-",C18 H20 F N3 O4,Nulo;Nulo
10099-71-5,"Ácido 2-butenodioico (2Z) -, 1,4-dipentil éster",C14H24O4,"Ácido 2-butenodioico (2Z) -, éster de amilo;  ácido 2-butenodioico (Z) -, éster de amilo;  ácido maleico, éster de amilo;  Di-n-maleato de pentil; maleato diamil; maleato de amilo; Maleic acid  dipentyl ester (6CI 7CI 8CI); Di-n-pentyl maleate; Diamyl maleate; Dipentyl maleate;2-Butenedioic acid (2Z)- dipentyl ester (9CI); 2-Butenedioic acid (Z)- dipentyl ester;Maleato de amilo"
10099-74-8,"Ácido nítrico, sal de plomo (2 +)  (2:1)",HNO3.1/2Pb,"ácido nítrico, plomo (2 +) sal ; dinitrato de plomo; nitrato de plomo; nitrato de plomo; plomo (2 +) bis (nitrato); plomo (2 +) nitrato; nitrato plumboso; Lead nitrate; Lead nitrate (Pb(NO3)2); Lead(2+) bis(nitrate); Lead(2+) nitrate; Lead(II) dinitrate; Lead(II) nitrate; Plumbous nitrate;Nitric acid lead(2+) salt (8CI9CI); Lead dinitrate;Nitrato de plomo"
101-02-0,"Ácido fosforoso, trifenil éster",C18H15O3P,Fosfito fenil ; Trifenoxifosfina; Fosfito Trifenil; Tris (fenoxi) fosfina;Phenyl phosphite ((C6H5O)3P) (6CI 7CI);ADK Stab TPP;Advance TPP;Doverphos 10;Irgafos TPP;Irgastab CH 55;JP 360;Mark TPP;Mellite 310;NSC 43789;NSC 62219;Phosclere T 36;Plastistab 2334;Sumilizer TPP-R;Sumilizer TTP-R;TP 1;TP 1 (plasticizer);TP-I;TPP;TPP (plasticizer);TPP-R;Triphenoxyphosphine;Triphenyl phosphite;Tris(phenoxy)phosphine;Weston TPP; Advance TPP; Doverphos 10; Irgafos TPP; Irgastab CH 55; JP 360; Mark TPP; Mellite 310; NSC 43789; NSC 62219; Phosclere T 36; Plastistab 2334; Sumilizer TPP-R; Sumilizer TTP-R; TP 1; TP 1 (plasticizer); TP-I; TPP; TPP (plasticizer); TPP-R; Triphenoxyphosphine; Triphenyl phosphite;Tris(phenoxy)phosphine;Weston TPP;Phenyl phosphite ((C6H5O)3P) (6CI7CI); ADK Stab TPP;Trifenil fosfito
101-05-3,"1,3,5-triazina-2-amina, 4,6-dicloro-N-(2-clorofenil) -",C9 H5 Cl3 N4,"s-triazina, 2,4-dicloro-6-(o-cloroanilino);  2,4-dicloro-6-(2-cloranilino)-s-triazina;  2,4-dicloro-6-(2 -cloroanilino) -1,3,5-triazina;  2,4-dicloro-6-(o-cloroanilino) -1,3,5-triazina; triazina; 2 4-Dichloro-6-(2-chloroanilino)-1 3 5-triazine; 2 4-Dichloro-6-(o-chloroanilino)-1 3 5-triazine; 2 4-Dichloro-6-(o-chloroanilino)-s-triazine; 2 4-Dichloro-6-(o-chlorophenyl)amino-s-triazine; 2 4-Dichloro-6-o-chloranilino-s-triazine; 2-(2-Chloroanilino)-4 6-dichloro-s-triazine; 2-(2''''-Chloroanilino)-4 6-dichloro-s-triazine; 2-(o-Chloroanilino)-4 6-dichloro-1 3 5-triazine; Anilazin; Anilazine; Aniyaline; B 622; Bortrysan; Dyrene; Dyrene 50W; Dyrene Fluáig; Kemate; NSC 3851; Triazin; Triazine; Triazine (pesticide); Zinochlor;s-Triazine24-dichloro-6-(o-chloroanilino)- (8CI); 24-Dichloro-6-(2-chloranilino)-s-triazine;Anilazina"
101-10-0,"Ácido propanóico, 2-(3-clorofenoxi)-",C9 H9 Cl O3,Propionic acid  2-(m-chlorophenoxy)- (6CI 7CI 8CI);(RS)-2-(3-Chlorophenoxy)propionic acid;(˜)-2-(3-Chlorophenoxy)propionic acid;2-(3-Chlorophenoxy)propanoic acid;2-(3-Chlorophenoxy)propionic acid;2-(m-Chlorophenoxy)propionic acid;3-CPPA;3CP;CP;Cloprop;Fruitone CPA;Metachlorphenprop;Swelpine;Nulo
101-14-4,"Bencenamina, 4,4 '-metilenbis [2-cloro -",C13H12Cl2N2,"Anilina, 4,4 '-metilenbis [2-cloro-;  2,2'-dicloro-4, 4'-metilendianilina; 3,3 '-dicloro-4, 4'-diaminodifenilmetano; 4,4 '-Metilenobis (2) cloranilina; 4,4'-Metilenobis (2-clorobenzenamina); 4,4 '-metilenbis [2-cloroanilina]; 4,4'-metilenbis [o-cloroanilina]; Bis (3-cloro -4-aminofenil) metano; bis (4-amino-3-clorofenil) metano;2 2'- dicloro - 4 4'- metilendi anilina;4 4'- metilen bis - [2 - cloroanilina];4 4'- metileno - bis - (2 - cloroanilina);MBOCA;MOCA;Aniline 4 4'-methylenebis[2-chloro- (6CI 8CI);2 2'-Dichloro-4 4'-methylenedianiline;3 3'-Dichloro-4 4'-diaminodiphenylmethane;4 4'-Methylenebis(2-chloraniline);4 4'-Methylenebis(2-chlorobenzenamine);4 4'-Methylenebis[2-chloroaniline];4 4'-Methylenebis[o-chloroaniline];Bis(3-chloro-4-aminophenyl)methane;Bis(4-amino-3-chlorophenyl)methane;Bisamine A;Bisamine S;CPP 100;Cuamine M;Cuamine MT;Curene 442;DKh;Diamet Kh;HR 100;HR 100 (amine);Ihara Cuamine MT;Isocroá SM;Kuralon;MBOCA;MOCA;MOCA (curing agent);Methylenebis(3-chloro-4-aminobenzene);Methylenebis(chlora;4,4-metilen bis-0-cloroanilina"
