Cas# /Accession#,Chemical Name
P-94-0802,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0803,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0804,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0805,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0806,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0807,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0808,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0809,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0810,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0811,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0812,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0813,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0814,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0815,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0816,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0817,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0818,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0819,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0820,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0821,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0822,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0823,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0824,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0825,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0826,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0827,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0828,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0829,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0830,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0831,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0832,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0833,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0834,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0835,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0836,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0837,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0838,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0839,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0840,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0841,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0842,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0843,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0844,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0845,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0846,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0847,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0848,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0849,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0850,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0851,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0852,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0853,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0854,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0855,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0856,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0857,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0858,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0859,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0860,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0861,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0862,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0863,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0864,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0865,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0866,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0867,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0868,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0869,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0870,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0871,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0872,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0873,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0874,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0875,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0876,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0877,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0878,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0879,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0880,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0881,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0882,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0883,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0884,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0885,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0886,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0887,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0888,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0889,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0890,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0891,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0892,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0893,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0894,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-0895,"Fatty acids C12-18, C18 unsaturated, C12-18 alkyl esters "
P-94-1508,Fluorinated polysiloxane 
P-95-1400,Perfluorinatedalkyl polyhydroxysilane 
P-95-1410,Perfluorinatedalkyl polyalkoxysilane 
P-96-0308,Aminoalkanol 
150711,Alkyl substituted aromatic glycidyl ether 
150711,Alkyl substituted aromatic glycidyl ether 
150711,Alkyl substituted aromatic glycidyl ether 
176922,Tetrahydroheteropolycycle 
176922,Tetrahydroheteropolycycle 
176922,Tetrahydroheteropolycycle 
P-97-0916,"4,4'-bisphenol, polymer with (chloromethyl)oxirane and a diamine (generic)"
P-97-1108,Polycarboxylic acid ester 
155750,Mixed metal oxide 
155750,Mixed metal oxide 
155750,Mixed metal oxide 
275253,"Alkoxylated alkylpolyol acrylates, adduct with alkylamine "
275253,"Alkoxylated alkylpolyol acrylates, adduct with alkylamine "
274943,"Alkoxylated alkylpolyol acrylates, adduct with alkylamine "
274943,"Alkoxylated alkylpolyol acrylates, adduct with alkylamine "
251491,Alkoxylated alkylpolyol acrylates 
251491,Alkoxylated alkylpolyol acrylates 
P-98-0105,Cycloaliphatic epoxy resin 
151689,Phosphoric acid ester 
151689,Phosphoric acid ester 
155250,Phosphoric acid ester 
155250,Phosphoric acid ester 
278627,Inorganic layer polymer 
278627,Inorganic layer polymer 
152853,Manganese heterocyclic tetraamine complex 
152853,Manganese heterocyclic tetraamine complex 
P-98-0626,Manganese heterocyclic tetraamine complex 
P-98-0627,Manganese heterocyclic tetraamine complex 
P-98-0628,Manganese heterocyclic tetraamine complex 
P-98-0629,Manganese heterocyclic tetraamine complex 
P-98-0645,Substituted perfluoroalkyl sulfonamide 
254401,Alkylbenzene sulfonic acid 
254401,Alkylbenzene sulfonic acid 
P-98-0718,Mixed alkyl phenolic novolak resin 
P-98-0774,"Benzenesulfonic acid, 2,2'-bis[(4,6-dichloro-1,3,5-triazin-2-yl) amino]-, disodium salt, substituted with dialkyl amines (generic)"
P-98-0807,Alkoxylated acrylate polymer 
P-98-0809,Fluorochemical esters 
145814,"Phenyl, alkyl, hydroxyalkyl substituted-imidazole "
145814,"Phenyl, alkyl, hydroxyalkyl substituted-imidazole "
261348,Acidic polyester polyamide 
261348,Acidic polyester polyamide 
172351,"Polymer of a polyalkylene polyol-n, tri-substituted phenol "
172351,"Polymer of a polyalkylene polyol-n, tri-substituted phenol "
P-98-1034,Halogen substituted oxetanes 
P-98-1035,Halogen substituted oxetanes 
167830,"Fatty acid, reaction product with substituted oxirane, formaldehyde-phenol polymer glycidyl ether, substituted propylamine and polyethylenepolyamines "
167830,"Fatty acid, reaction product with substituted oxirane, formaldehyde-phenol polymer glycidyl ether, substituted propylamine and polyethylenepolyamines "
P-98-1172,Amine salt of organic acid 
P-98-1182,"2-Butenoic acid, 4,4'-[bis(oxy)]bis [4-oxo-, (2Z,2'Z)-, di-C9-11-isoalkyl esters, C10-rich (generic)"
152955,Aromatic substituted diurea 
152955,Aromatic substituted diurea 
156140,Aminoester of polyalkenylated alkyldicarboxylic acid 
156140,Aminoester of polyalkenylated alkyldicarboxylic acid 
P-99-0143,Dimer acid/rosin amidoamine reaction product 
P-99-0144,Dimer acid/polymerized rosin amidoamine reaction product 
P-99-0145,Rosin amidoamine 
P-99-0146,Polymerized rosin amidoamine 
P-99-0157,"Ethyl silicate, reaction products with modified alkoxysilane salt "
P-99-0198,Tetraaryltin 
P-99-0199,Triaryltin 
P-99-0296,Fluoroalkyl derivative 
174368,Alkylethoxylate derivative 
174368,Alkylethoxylate derivative 
P-99-0368,Dimethyl alkylamine salt 
P-99-0369,Dimethyl alkylamine salt 
154724,"Fatty alkyl phosphate, alkali metal salt "
154724,"Fatty alkyl phosphate, alkali metal salt "
173649,Polyalkylene oxide dialkylamine 
173649,Polyalkylene oxide dialkylamine 
156015,Polyether modified fatty acids 
156015,Polyether modified fatty acids 
135945,Polyalkenylalkylphenol 
135945,Polyalkenylalkylphenol 
158726,Polysubstituted bis phenylazonaphthalene disulfonic acid 
158726,Polysubstituted bis phenylazonaphthalene disulfonic acid 
P-99-0510,Hexamethylenediamine adduct of substituted piperidinyloxy 
134306,Mixed metal oxide 
134306,Mixed metal oxide 
141629,Formaldehyde polymer with substituted phenols 
141629,Formaldehyde polymer with substituted phenols 
161898,Modified hydroxystyrene homopolymer 
161898,Modified hydroxystyrene homopolymer 
147809,Amidoamine modified polyethylene glycol 
147809,Amidoamine modified polyethylene glycol 
158226,"Phenoxazin-5-ium, 3--7-(arylamino)-, salt (generic)"
158226,"Phenoxazin-5-ium, 3--7-(arylamino)-, salt (generic)"
133438,"Chromate, [3-hydroxy-4-[(2-hydroxy-1-naphthalenyl)azo]-7-nitro-1-substituted][N-(7-hydroxy-8-[(2-hydroxy-5-nitrophenyl)azo]-1-substituted]-, salt (generic)"
133438,"Chromate, [3-hydroxy-4-[(2-hydroxy-1-naphthalenyl)azo]-7-nitro-1-substituted][N-(7-hydroxy-8-[(2-hydroxy-5-nitrophenyl)azo]-1-substituted]-, salt (generic)"
146340,"Chromate, [3-hydroxy-4-[(2-hydroxy-1-naphthalenyl)azo]-7-nitro-1-substituted][N-[7-hydroxy-8-[(2-hydroxy-5-nitrophenyl)azo]-1-substituted]-, salt (generic)"
146340,"Chromate, [3-hydroxy-4-[(2-hydroxy-1-naphthalenyl)azo]-7-nitro-1-substituted][N-[7-hydroxy-8-[(2-hydroxy-5-nitrophenyl)azo]-1-substituted]-, salt (generic)"
240983,Salt of acrylic acid-acrylamide terpolymer 
240983,Salt of acrylic acid-acrylamide terpolymer 
163474,"Alkenyl carboxylate, metal salt "
163474,"Alkenyl carboxylate, metal salt "
163474,"Alkenyl carboxylate, metal salt "
P-99-0873,Propanetriol polyalkylenepolyolamine aryl aldimine 
255686,Modified polymer of vinyl acetate and quaternary ammonium compound 
255686,Modified polymer of vinyl acetate and quaternary ammonium compound 
P-99-0897,Substituted benzothiazole-azo-substituted benzoquinoline nickel complex 
267391,Polyisobutene epoxide 
267391,Polyisobutene epoxide 
P-99-0952,Polyisobutene epoxide 
274498,Rare earth phosphate 
274498,Rare earth phosphate 
260094,Amine neutralized phosphated polyester 
260094,Amine neutralized phosphated polyester 
231517,Amine neutralized phosphated polyester 
231517,Amine neutralized phosphated polyester 
P-99-1280,"Sulfonic acid, linear xylene alkylate, mono, sodium salt "
P-99-1281,"Sulfonic acid, linear xylene alkylate, mono, sodium salt "
P-99-1282,"Sulfonic acid, linear xylene alkylate, mono, sodium salt "
P-99-1287,Alkylaminated polyolefin 
172088,Substituted anilino halobenzamide 
172088,Substituted anilino halobenzamide 
159229,Substituted benzenesulfonic acid salt 
159229,Substituted benzenesulfonic acid salt 
P-99-1366,"4,6-Disubstituted pyrimidine "
P-99-1399,Aromatic epoxide resin 
P-00-0002,Polymeric MDI based polyurethanes 
278489,Polymeric MDI based polyurethane 
278489,Polymeric MDI based polyurethane 
P-00-0045,"Benzenediazonium, [[[[azo]phenyl]sulfonyl]amino]-, coupled with aminophenol, diazotized aminobenzoic acid, diazotized (substituted) benzenesulfonic acid and naphthalenol (generic)"
161887,Alkyl heteropolycyclic-aniline 
161887,Alkyl heteropolycyclic-aniline 
252187,Salt of a substituted sulfonated aryl azo compound 
252187,Salt of a substituted sulfonated aryl azo compound 
P-00-0108,Alkoxyamino-alkyl-coumarin 
P-00-0202,"Reaction product of substituted aromatic diol, formaldehyde and alkanolamine, propoxylated "
256781,"Reaction products of fatty alcohols, dialkoxymethylsilane, glycidol, and hydroxy-terminated polydimethylsiloxane (generic)"
256781,"Reaction products of fatty alcohols, dialkoxymethylsilane, glycidol, and hydroxy-terminated polydimethylsiloxane (generic)"
P-00-0334,Salt of an acrylate copolymer 
247826,Alkylated phenol 
247826,Alkylated phenol 
247826,Alkylated phenol 
269626,Amino-hydroxysulfonaphthylazo-disubstituted phenyl azo benzene carboxylate salt 
269626,Amino-hydroxysulfonaphthylazo-disubstituted phenyl azo benzene carboxylate salt 
P-00-0353,Alkoxylated aliphatic diisocyanate allyl ether 
243313,"Benzenesulfonamide, alkylphenylsubstituted phenyl substituted carbonyl- "
243313,"Benzenesulfonamide, alkylphenylsubstituted phenyl substituted carbonyl- "
243313,"Benzenesulfonamide, alkylphenylsubstituted phenyl substituted carbonyl- "
250089,Substituted phenylazo phenylazo phenol 
250089,Substituted phenylazo phenylazo phenol 
P-00-0442,Zinc ammonium phosphate 
236807,Substituted acrylamides and acrylic acid copolymer 
236807,Substituted acrylamides and acrylic acid copolymer 
P-00-0535,"1-Octadecanol, manuf. of, distn. lights, fractionation heavies, distn. lights."
274067,"Substituted phenols and formaldehyde polymer, alkylated "
274067,"Substituted phenols and formaldehyde polymer, alkylated "
244429,"Modified salicylic acid, zirconium complex "
244429,"Modified salicylic acid, zirconium complex "
275219,Methylated-para-rosaniline salt of a trisulfonated triarylmethane dye 
275219,Methylated-para-rosaniline salt of a trisulfonated triarylmethane dye 
P-00-0614,Manganese heterocyclic tetraamine complex 
P-00-0617,Manganese heterocyclic tetraamine complex 
176091,Acrylate of polymer based on isophorone diisocyanate 
176091,Acrylate of polymer based on isophorone diisocyanate 
238085,Alkylated nitroso-phenylenediamine 
238085,Alkylated nitroso-phenylenediamine 
130360,Alkali metal salt of halogenated organoborate 
130360,Alkali metal salt of halogenated organoborate 
P-00-0698,Lithium salt of sulfophenyl azo phenyl azo disulfostilbene 
179329,Alkyl dialkylamino phenylsulfonyl alkenoate 
179329,Alkyl dialkylamino phenylsulfonyl alkenoate 
161296,"Polyether modified polysiloxane, acrylated "
161296,"Polyether modified polysiloxane, acrylated "
172793,Substituted alkyl sulfonamide 
172793,Substituted alkyl sulfonamide 
P-00-0912,Epoxy resin containing phosphorus 
P-00-0992,Phosphorous modified epoxy resin 
138751,"Substituted 6,6'-bis[3,4-dihydro-3-phenyl-1,3-benzoxazine] (generic)"
138751,"Substituted 6,6'-bis[3,4-dihydro-3-phenyl-1,3-benzoxazine] (generic)"
P-00-1055,Sulfonated-copper phthalocyanine salt of a triaryl-methane dye 
P-00-1089,Alkali metal alkyl borohydride 
231733,Functionalized polymethine 
231733,Functionalized polymethine 
P-00-1108,Modified cyclohexane esters 
242207,"Siloxanes and Silicones, aminoalkyl fluorooctyl, hydroxy-terminated salt "
242207,"Siloxanes and Silicones, aminoalkyl fluorooctyl, hydroxy-terminated salt "
278638,6-Methoxy-1H-benz[de]isoquinoline-2[3H]-dione derivative 
278638,6-Methoxy-1H-benz[de]isoquinoline-2[3H]-dione derivative 
276825,Phenol-biphenyl polymer condensate 
276825,Phenol-biphenyl polymer condensate 
268576,Chloroformate 
268576,Chloroformate 
243799,Ethylenediaminetetraacetic acid mixed salt 
243799,Ethylenediaminetetraacetic acid mixed salt 
262932,Halogenated arylsilane 
262932,Halogenated arylsilane 
P-01-0035,Perfluorooctane sulfonate 
257455,Substituted naphthalene hydrazide 
257455,Substituted naphthalene hydrazide 
247495,Disubstituted benzenecarboxylic acid 
247495,Disubstituted benzenecarboxylic acid 
P-01-0085,Mono esters from 2-propenoic acid 
246469,Polyaziridinyl ester of an aliphatic alcohol 
246469,Polyaziridinyl ester of an aliphatic alcohol 
254003,Polyaziridinyl ester of an aliphatic alcohol 
254003,Polyaziridinyl ester of an aliphatic alcohol 
P-01-0109,Halogenated naphthalic anhydride 
P-01-0110,Halogenated benzimidazole 
249468,Dibenzimidazothianaphthalene 
249468,Dibenzimidazothianaphthalene 
242763,Dibenzimidazothianaphthalene 
242763,Dibenzimidazothianaphthalene 
P-01-0114,Substituted phenylepoxide 
P-01-0257,Amine terminated bisphenol A diglycidyl ether polymer 
P-01-0258,Amine terminated bisphenol A diglycidyl ether polymer 
P-01-0259,Amine terminated bisphenol A diglycidyl ether polymer 
P-01-0261,Amine terminated bisphenol A diglycidyl ether polymer 
262874,Substituted propane 
262874,Substituted propane 
P-01-0343,Acrylate resin 
245682,"Ethoxylated, propoxylated diamine diaryl substituted phenylmethane ester with alkenylsuccinate, dialkylethanolamine salt "
245682,"Ethoxylated, propoxylated diamine diaryl substituted phenylmethane ester with alkenylsuccinate, dialkylethanolamine salt "
P-01-0397,Dihydro quinacridone derivative 
